CensusTract,State,County,Pop2010,LILATracts_1And10,LALOWI1_10,TractLOWI
37009970400,North Carolina,Ashe County,4525,0,NULL,1782
37009970500,North Carolina,Ashe County,6528,1,2296,2807
37009970700,North Carolina,Ashe County,5926,0,NULL,1042
37009970800,North Carolina,Ashe County,4948,0,136,1786
37011930100,North Carolina,Avery County,3100,0,34,1025
37011930200,North Carolina,Avery County,2723,0,0,615
37011930301,North Carolina,Avery County,3515,0,NULL,1701
37011930302,North Carolina,Avery County,3130,0,NULL,1681
37011930400,North Carolina,Avery County,5329,0,NULL,1417
37013930100,North Carolina,Beaufort County,5351,0,20,2234
37013930200,North Carolina,Beaufort County,6185,0,2,2232
37013930300,North Carolina,Beaufort County,4071,1,447,2601
37013930400,North Carolina,Beaufort County,5189,1,531,2516
37013930501,North Carolina,Beaufort County,4845,0,1740,1500
37013930502,North Carolina,Beaufort County,3469,0,NULL,1672
37013930600,North Carolina,Beaufort County,3224,0,2,701
37013930700,North Carolina,Beaufort County,3023,0,257,890
37013930800,North Carolina,Beaufort County,2447,1,729,1126
37013930900,North Carolina,Beaufort County,3904,0,660,1530
37013931000,North Carolina,Beaufort County,6051,0,NULL,3018
37015960100,North Carolina,Bertie County,5677,1,472,2564
37015960200,North Carolina,Bertie County,3953,0,125,1896
37015960300,North Carolina,Bertie County,3667,1,913,1945
37015960400,North Carolina,Bertie County,7985,1,3700,2770
37017950100,North Carolina,Bladen County,5693,1,386,2508
37017950200,North Carolina,Bladen County,3366,0,134,1496
37017950300,North Carolina,Bladen County,6719,0,NULL,3545
37017950400,North Carolina,Bladen County,6252,1,1776,3124
37017950500,North Carolina,Bladen County,6707,0,NULL,3158
37017950600,North Carolina,Bladen County,6453,1,255,3407
37019020101,North Carolina,Brunswick County,2706,0,NULL,1227
37019020102,North Carolina,Brunswick County,2839,0,NULL,1241
37019020103,North Carolina,Brunswick County,7052,0,1196,1792
37019020104,North Carolina,Brunswick County,5305,1,1262,2853
37019020201,North Carolina,Brunswick County,3300,0,327,1093
37019020202,North Carolina,Brunswick County,5719,0,NULL,1681
37019020203,North Carolina,Brunswick County,2517,0,NULL,920
37019020204,North Carolina,Brunswick County,5391,1,2138,2772
37019020303,North Carolina,Brunswick County,2712,0,NULL,993
37019020304,North Carolina,Brunswick County,4846,0,NULL,1201
37019020305,North Carolina,Brunswick County,2774,0,NULL,603
37019020306,North Carolina,Brunswick County,2352,0,468,515
37019020307,North Carolina,Brunswick County,158,0,NULL,13
37019020308,North Carolina,Brunswick County,1648,0,339,345
37019020309,North Carolina,Brunswick County,2734,0,467,623
37019020310,North Carolina,Brunswick County,2149,0,266,623
37019020402,North Carolina,Brunswick County,2359,0,NULL,691
37019020403,North Carolina,Brunswick County,4571,0,NULL,3159
37019020404,North Carolina,Brunswick County,3092,0,NULL,1099
37019020405,North Carolina,Brunswick County,2949,0,NULL,1226
37019020504,North Carolina,Brunswick County,1443,0,208,269
37019020505,North Carolina,Brunswick County,4185,0,NULL,1954
37019020506,North Carolina,Brunswick County,4175,0,1155,1933
37019020507,North Carolina,Brunswick County,6043,0,363,1099
37019020508,North Carolina,Brunswick County,2252,0,NULL,322
37019020509,North Carolina,Brunswick County,4402,0,NULL,1749
37019020510,North Carolina,Brunswick County,2160,0,53,686
37019020511,North Carolina,Brunswick County,2502,0,763,848
37019020512,North Carolina,Brunswick County,655,0,50,115
37019020601,North Carolina,Brunswick County,4785,0,180,2020
37019020602,North Carolina,Brunswick County,5147,0,18,2092
37019020603,North Carolina,Brunswick County,2509,0,NULL,1405
37021000100,North Carolina,Buncombe County,1398,0,NULL,521
37021000200,North Carolina,Buncombe County,1797,0,NULL,646
37021000300,North Carolina,Buncombe County,2159,0,150,1008
37021000400,North Carolina,Buncombe County,3775,0,350,1301
37021000500,North Carolina,Buncombe County,3615,0,25,476
37021000600,North Carolina,Buncombe County,2127,0,NULL,700
37021000700,North Carolina,Buncombe County,1139,0,NULL,512
37021000800,North Carolina,Buncombe County,3530,0,140,958
37021000900,North Carolina,Buncombe County,3291,1,589,1900
37021001000,North Carolina,Buncombe County,3977,0,127,1972
37021001100,North Carolina,Buncombe County,4398,0,19,942
37021001200,North Carolina,Buncombe County,4592,0,23,2007
37021001300,North Carolina,Buncombe County,3955,0,153,2122
37021001400,North Carolina,Buncombe County,7191,1,964,2990
37021001500,North Carolina,Buncombe County,2158,1,1080,1286
37021001600,North Carolina,Buncombe County,6019,0,815,1806
37021001700,North Carolina,Buncombe County,2423,0,548,624
37021001801,North Carolina,Buncombe County,3187,0,266,1236
37021001802,North Carolina,Buncombe County,4458,0,435,1379
37021001900,North Carolina,Buncombe County,3054,0,5,1283
37021002000,North Carolina,Buncombe County,6032,0,41,2571
37021002101,North Carolina,Buncombe County,1375,0,5,114
37021002102,North Carolina,Buncombe County,5084,1,855,2479
37021002203,North Carolina,Buncombe County,4739,0,193,1629
37021002204,North Carolina,Buncombe County,7926,0,416,1800
37021002205,North Carolina,Buncombe County,6412,0,1216,1683
37021002206,North Carolina,Buncombe County,4734,0,NULL,1077
37021002301,North Carolina,Buncombe County,5301,0,565,861
37021002302,North Carolina,Buncombe County,7558,0,NULL,2084
37021002401,North Carolina,Buncombe County,3480,0,NULL,1715
37021002402,North Carolina,Buncombe County,4666,0,NULL,1809
37021002503,North Carolina,Buncombe County,3954,0,1258,1324
37021002504,North Carolina,Buncombe County,4536,0,NULL,1583
37021002505,North Carolina,Buncombe County,4658,0,569,915
37021002506,North Carolina,Buncombe County,3741,1,1813,2817
37021002603,North Carolina,Buncombe County,3497,0,28,2106
37021002604,North Carolina,Buncombe County,5889,0,NULL,1679
37021002605,North Carolina,Buncombe County,5531,0,NULL,2523
37021002606,North Carolina,Buncombe County,3805,0,NULL,1701
37021002607,North Carolina,Buncombe County,4155,0,980,1452
37021002701,North Carolina,Buncombe County,3491,0,362,778
37021002702,North Carolina,Buncombe County,4079,0,232,1002
37021002703,North Carolina,Buncombe County,5477,0,NULL,1649
37021002803,North Carolina,Buncombe County,4044,1,2044,2403
37021002804,North Carolina,Buncombe County,4998,0,1719,1783
37021002900,North Carolina,Buncombe County,3551,0,47,1549
37021003001,North Carolina,Buncombe County,8609,0,NULL,2564
37021003002,North Carolina,Buncombe County,7200,0,1821,2577
37021003102,North Carolina,Buncombe County,5663,1,1798,1959
37021003103,North Carolina,Buncombe County,1879,0,NULL,531
37021003104,North Carolina,Buncombe County,5899,0,1141,1949
37021003201,North Carolina,Buncombe County,1733,0,134,338
37021003202,North Carolina,Buncombe County,4407,0,NULL,679
37021003203,North Carolina,Buncombe County,5016,0,469,1464
37021003204,North Carolina,Buncombe County,5431,0,NULL,2189
37021003205,North Carolina,Buncombe County,1525,0,NULL,494
37023020100,North Carolina,Burke County,4320,0,NULL,2423
37023020201,North Carolina,Burke County,5953,0,69,1987
37023020202,North Carolina,Burke County,4287,0,NULL,1432
37023020301,North Carolina,Burke County,4898,0,NULL,2165
37023020302,North Carolina,Burke County,7603,0,28,2663
37023020500,North Carolina,Burke County,2900,0,9,975
37023020600,North Carolina,Burke County,5890,0,444,1996
37023020801,North Carolina,Burke County,5557,0,1897,1806
37023020802,North Carolina,Burke County,3268,0,1031,1356
37023020900,North Carolina,Burke County,6929,0,1730,2606
37023021000,North Carolina,Burke County,5735,0,NULL,2242
37023021100,North Carolina,Burke County,6431,1,1758,2830
37023021201,North Carolina,Burke County,3834,0,NULL,1767
37023021202,North Carolina,Burke County,4367,0,NULL,1946
37023021203,North Carolina,Burke County,4409,0,NULL,2029
37023021301,North Carolina,Burke County,5977,1,1830,1926
37023021302,North Carolina,Burke County,3530,0,71,1552
37023021400,North Carolina,Burke County,5024,1,228,2848
37025040500,North Carolina,Cabarrus County,11911,0,3017,4924
37025040600,North Carolina,Cabarrus County,6110,0,NULL,2495
37025040701,North Carolina,Cabarrus County,1654,1,605,609
37025040702,North Carolina,Cabarrus County,6495,1,511,2787
37025040703,North Carolina,Cabarrus County,2749,0,177,1634
37025040800,North Carolina,Cabarrus County,3944,0,73,2157
37025040900,North Carolina,Cabarrus County,1845,0,NULL,898
37025041000,North Carolina,Cabarrus County,6010,1,336,2852
37025041100,North Carolina,Cabarrus County,6841,0,764,1783
37025041200,North Carolina,Cabarrus County,5779,0,NULL,2012
37025041301,North Carolina,Cabarrus County,3738,0,NULL,926
37025041302,North Carolina,Cabarrus County,7567,0,458,965
37025041303,North Carolina,Cabarrus County,6994,0,275,1007
37025041501,North Carolina,Cabarrus County,9568,0,600,1192
37025041502,North Carolina,Cabarrus County,6062,0,NULL,1256
37025041503,North Carolina,Cabarrus County,2986,0,NULL,796
37025041601,North Carolina,Cabarrus County,6950,0,NULL,1476
37025041602,North Carolina,Cabarrus County,3172,0,NULL,1222
37025041701,North Carolina,Cabarrus County,4289,0,NULL,995
37025041702,North Carolina,Cabarrus County,3270,0,NULL,678
37025041901,North Carolina,Cabarrus County,2052,0,NULL,1345
37025041902,North Carolina,Cabarrus County,4057,1,784,2527
37025042000,North Carolina,Cabarrus County,4663,1,1010,2063
37025042101,North Carolina,Cabarrus County,3264,1,1330,1919
37025042102,North Carolina,Cabarrus County,3477,1,1800,2122
37025042200,North Carolina,Cabarrus County,6263,0,396,1466
37025042300,North Carolina,Cabarrus County,4839,0,0,2092
37025042401,North Carolina,Cabarrus County,3349,0,172,828
37025042402,North Carolina,Cabarrus County,4945,0,15,2173
37025042501,North Carolina,Cabarrus County,4365,0,223,470
37025042502,North Carolina,Cabarrus County,2379,0,106,1013
37025042503,North Carolina,Cabarrus County,3714,0,263,978
37025042504,North Carolina,Cabarrus County,1575,0,3,67
37025042601,North Carolina,Cabarrus County,5282,0,151,434
37025042602,North Carolina,Cabarrus County,3796,0,818,1610
37025042603,North Carolina,Cabarrus County,7031,0,778,1163
37025042604,North Carolina,Cabarrus County,5026,0,55,1189
37027030100,North Carolina,Caldwell County,5479,1,1351,3518
37027030200,North Carolina,Caldwell County,5634,0,NULL,2655
37027030300,North Carolina,Caldwell County,4204,1,1777,2164
37027030400,North Carolina,Caldwell County,4636,1,1934,1787
37027030500,North Carolina,Caldwell County,4666,0,257,1464
37027030600,North Carolina,Caldwell County,4303,0,419,1549
37027030700,North Carolina,Caldwell County,7056,1,1892,2816
37027030800,North Carolina,Caldwell County,8169,1,3236,3383
37027030900,North Carolina,Caldwell County,4971,0,31,2376
37027031000,North Carolina,Caldwell County,3042,0,31,1206
37027031100,North Carolina,Caldwell County,4318,0,117,1358
37027031201,North Carolina,Caldwell County,4672,0,45,1737
37027031202,North Carolina,Caldwell County,4587,0,NULL,1620
37027031300,North Carolina,Caldwell County,8094,0,NULL,2133
37027031401,North Carolina,Caldwell County,3193,0,NULL,1050
37027031402,North Carolina,Caldwell County,3580,0,902,1246
37027031403,North Carolina,Caldwell County,2425,1,769,1200
37029950101,North Carolina,Camden County,5324,0,104,1584
37029950102,North Carolina,Camden County,4656,0,1,1403
37031970101,North Carolina,Carteret County,1216,0,387,274
37031970102,North Carolina,Carteret County,2608,0,319,814
37031970103,North Carolina,Carteret County,3046,0,NULL,1056
37031970200,North Carolina,Carteret County,1207,0,NULL,512
37031970301,North Carolina,Carteret County,4623,0,24,1155
37031970302,North Carolina,Carteret County,1092,0,145,453
37031970303,North Carolina,Carteret County,688,0,195,260
37031970304,North Carolina,Carteret County,2241,0,118,873
37031970401,North Carolina,Carteret County,1520,0,79,752
37031970402,North Carolina,Carteret County,1582,1,341,790
37031970403,North Carolina,Carteret County,1191,0,107,253
37031970501,North Carolina,Carteret County,2436,0,NULL,1400
37031970502,North Carolina,Carteret County,1935,0,314,375
37031970503,North Carolina,Carteret County,2218,0,178,530
37031970504,North Carolina,Carteret County,1771,0,534,537
37031970601,North Carolina,Carteret County,1306,0,241,290
37031970602,North Carolina,Carteret County,1025,0,34,198
37031970603,North Carolina,Carteret County,1640,1,293,745
37031970604,North Carolina,Carteret County,2095,0,215,418
37031970605,North Carolina,Carteret County,1247,0,0,308
37031970701,North Carolina,Carteret County,1409,0,NULL,532
37031970702,North Carolina,Carteret County,3529,0,NULL,966
37031970703,North Carolina,Carteret County,5452,0,458,1668
37031970704,North Carolina,Carteret County,2379,0,0,968
37031970801,North Carolina,Carteret County,2363,0,NULL,1097
37031970802,North Carolina,Carteret County,1626,0,NULL,324
37031970803,North Carolina,Carteret County,1471,0,NULL,277
37031970804,North Carolina,Carteret County,3052,0,496,564
37031970805,North Carolina,Carteret County,1634,0,NULL,619
37031970901,North Carolina,Carteret County,1156,0,61,77
37031970902,North Carolina,Carteret County,1282,0,57,341
37031970903,North Carolina,Carteret County,1217,0,214,234
37031971001,North Carolina,Carteret County,356,0,51,72
37031971002,North Carolina,Carteret County,1339,0,231,250
37031971101,North Carolina,Carteret County,962,0,27,304
37031971102,North Carolina,Carteret County,555,0,NULL,159
37033930100,North Carolina,Caswell County,2436,1,309,999
37033930200,North Carolina,Caswell County,5838,0,NULL,2453
37033930300,North Carolina,Caswell County,4165,0,NULL,1807
37033930400,North Carolina,Caswell County,2643,0,NULL,638
37033930500,North Carolina,Caswell County,3847,0,367,900
37033930600,North Carolina,Caswell County,4790,0,39,1622
37035010101,North Carolina,Catawba County,6112,0,NULL,1521
37035010102,North Carolina,Catawba County,4057,0,115,1005
37035010201,North Carolina,Catawba County,4815,0,2016,2052
37035010202,North Carolina,Catawba County,8365,0,NULL,3006
37035010301,North Carolina,Catawba County,4821,0,1494,1788
37035010302,North Carolina,Catawba County,5467,0,405,1872
37035010303,North Carolina,Catawba County,4027,0,548,1940
37035010304,North Carolina,Catawba County,4344,1,1152,1843
37035010401,North Carolina,Catawba County,6593,1,371,3139
37035010402,North Carolina,Catawba County,4948,1,810,2447
37035010501,North Carolina,Catawba County,3753,0,115,659
37035010502,North Carolina,Catawba County,3226,0,134,682
37035010600,North Carolina,Catawba County,6421,0,806,2017
37035010700,North Carolina,Catawba County,2426,0,210,1356
37035010900,North Carolina,Catawba County,3762,1,599,2038
37035011000,North Carolina,Catawba County,2644,1,1079,1441
37035011101,North Carolina,Catawba County,3497,0,506,1059
37035011102,North Carolina,Catawba County,6873,0,997,2967
37035011200,North Carolina,Catawba County,5983,0,684,2160
37035011300,North Carolina,Catawba County,7187,1,1425,3812
37035011401,North Carolina,Catawba County,3525,0,NULL,1409
